genre,chart_page,period,artist,title,label
americana,9601,"January 1-7, 1996",Brother Boys,Presley's Grocery,Sugar Hill
americana,9602,"February 5-11, 1996",16 Horsepower,Sackcloth 'n Ashes,A&M
americana,9602,"February 5-11, 1996",(Various),Twisted Willie,Justice
americana,9602,"February 5-11, 1996",Whiskeytown,Faithless Street,MoodFood
americana,9602,"February 5-11, 1996",(Soundtrack),Dead Man Walking,Columbia
americana,9602,"February 5-11, 1996",The Schramms,Rock Paper/Walk to Delphi,ESD
americana,9602,"February 5-11, 1996",Lambchop,How I Quit Smoking,Merge
americana,9602,"February 5-11, 1996",The Buckets,The Buckets,Slow River
americana,9602,"February 5-11, 1996",Golden Smog,Down by the Old Mainstream,Rykodisc
americana,9602,"February 5-11, 1996",Jolene,Hell's Half Acre,Ardent
americana,9602,"February 5-11, 1996",Jack Logan,Mood Elevator,Medium Cool/Restless
americana,9602,"February 5-11, 1996",Jo Carol Pierce,Bad Girls Upset by the,Monkey Hill
americana,9602,"February 5-11, 1996",Jimmy Silva's Goat 5,Near the End of the Harvest,Popllama
americana,9602,"February 5-11, 1996",Dan Stuart,Can O' Worms,Monkey Hill
americana,9602,"February 5-11, 1996",Terry Allen,Human Remains,Sugar Hill
americana,9602,"February 5-11, 1996",(Various),Not Fade Away,Decca
americana,9602,"February 5-11, 1996",Volebeats,Bittersweet,Third Gear
americana,9602,"February 5-11, 1996",Buck Owens,Open Up Your Heart,Sundazed
americana,9602,"February 5-11, 1996",Giant Sand,Backyard BBQ Broadcast,Koch
americana,9602,"February 5-11, 1996",Charlie Chesterman,Studebakersfield,Slow River
americana,9602,"February 5-11, 1996",The Carter Family,When the Roses Bloom,Rounder
americana,9602,"February 5-11, 1996",Jean Shepard,Hony Tonk Heroine,CMF
americana,9602,"February 5-11, 1996",Mike Henderson,Edge of Night,Dead Reckoning
americana,9602,"February 5-11, 1996",Buck Owens,You're For Me,Sundazed
americana,9602,"February 5-11, 1996",Doc Watson,The Vanguard Years,Vanguard
americana,9602,"February 5-11, 1996",Fred Eaglesmith,Drive-In Movie,Vertical
americana,9602,"February 5-11, 1996",Buck Owens,Buck Owens,Sundazed
americana,9602,"February 5-11, 1996",The Reno Brothers,Swing West,Pinecastle
americana,9602,"February 5-11, 1996",Faron Young,"Live Fast, Love Hard",CMF
americana,9602,"February 5-11, 1996",(Various),Hollerin',Rounder
americana,9602,"February 5-11, 1996",The Carter Family,Worried Man Blues,Rounder
americana,9602,"February 5-11, 1996",Chesapeake,Full Sail,Sugar Hill
americana,9602,"February 5-11, 1996",Buck Owens,The Instramental Hits,Sundazed
americana,9602,"February 5-11, 1996",Ted Hawkins,Songs From Venice Beach,Evidence
americana,9602,"February 5-11, 1996",Cigar Store Indians,Cigar Store Indians,Landslide
americana,9602,"February 5-11, 1996",The Hangdogs,Same Old Story,Crazyhead
americana,9602,"February 5-11, 1996",IIIrd Tyme Out,Letter to Home,Rounder
americana,9602,"February 5-11, 1996",Buck Owens,Roll Out the Red Carpet,Sundazed
americana,9602,"February 5-11, 1996",Bruce Springsteen,The Ghost of Tom Joad,Columbia
americana,9602,"February 5-11, 1996",John Hiatt,Walk On,Capitol
americana,9602,"February 5-11, 1996",James King,Lonesome and Then Some,Rounder
americana,9603,"March 4-10, 1996",Steve Earle,I Feel Alright,Warner Bros
americana,9603,"March 4-10, 1996",Nick Cave,Murder Ballads,Reprise
americana,9603,"March 4-10, 1996",16 Horsepower,Sackcloth 'n Ashes,A&M
americana,9603,"March 4-10, 1996",Whiskeytown,Faithless Street,MoodFood
americana,9603,"March 4-10, 1996",(Soundtrack),Dead Man Walking,Columbia
americana,9603,"March 4-10, 1996",(Various),Twisted Willie,Justice
americana,9603,"March 4-10, 1996",The Derailers,Jackpot,Watermelon
americana,9603,"March 4-10, 1996",Ronnie Dawson,Rockinitis,Crystal Clear
americana,9603,"March 4-10, 1996",The Buckets,The Buckets,Slow River
americana,9603,"March 4-10, 1996",Jolene,Hell's Half Acre,Ardent
americana,9603,"March 4-10, 1996",Lambchop,How I Quit Smoking,Merge
americana,9603,"March 4-10, 1996",Taj Mahal,Phantom Blues,Private
americana,9603,"March 4-10, 1996",Jack Logan,Mood Elevator,Medium Cool/Restless
americana,9603,"March 4-10, 1996",Golden Smog,Down by the Old Mainstream,Rykodisc
americana,9603,"March 4-10, 1996",Terry Allen,Human Remains,Sugar Hill
americana,9603,"March 4-10, 1996",Jo Carol Pierce,Bad Girls Upset by the,Monkey Hill
americana,9603,"March 4-10, 1996",Dan Stuart,Can O' Worms,Monkey Hill
americana,9603,"March 4-10, 1996",The Starkweathers,Do Yo Like To Be Lied To?,Sub Pop
americana,9603,"March 4-10, 1996",(Various),Cattle Call,Rounder
americana,9603,"March 4-10, 1996",Old 97s,Cryin' Drunk,Bloodshot
americana,9603,"March 4-10, 1996",The Carter Family,When the Roses Bloom,Rounder
americana,9603,"March 4-10, 1996",Rex,Waltz,Southern
americana,9603,"March 4-10, 1996",Buck Owens,You're For Me,Sundazed
americana,9603,"March 4-10, 1996",Spain,Funny How Time Slips,Bite The Kitty
americana,9603,"March 4-10, 1996",Giant Sand,Backyard BBQ Broadcast,Koch
americana,9603,"March 4-10, 1996",Buck Owens,Buck Owens,Sundazed
americana,9603,"March 4-10, 1996",Charlie Chesterman,Studebakersfield,Slow River
americana,9603,"March 4-10, 1996",Merle Haggard,1996,Curb
americana,9603,"March 4-10, 1996",Lynn Morris,Mama's Hand,Rounder
americana,9603,"March 4-10, 1996",Jimmy Silva's Goat 5,Near the End of the Harvest,Popllama
americana,9603,"March 4-10, 1996",The Carter Family,Worried Man Blues,Rounder
americana,9603,"March 4-10, 1996",Mandy Barnett,Mandy Barnett,Giant
americana,9603,"March 4-10, 1996",Buck Owens,The Instrumental Hits,Sundazed
americana,9603,"March 4-10, 1996",(Various),Don't Fence Me In,Rounder
americana,9603,"March 4-10, 1996",Buck Owens,Roll Out the Red Carpet,Sundazed
americana,9603,"March 4-10, 1996",Doc Watson,The Vanguard Years,Vanguard
americana,9603,"March 4-10, 1996",Volebeats,Bittersweet,Third Gear
americana,9603,"March 4-10, 1996",Mike Henderson,Edge of Night,Dead Reckoning
americana,9603,"March 4-10, 1996",Buck Owens,Open Up Your Heart,Sundazed
americana,9603,"March 4-10, 1996",Fred Eaglesmith,Drive-In Movie,Vertical
americana,9604,"April 1-7, 1996",Los Lobos,Colossal Head,Warner Bros
americana,9604,"April 1-7, 1996",Scud Mountain Boys,Massachusetts,Sub Pop
americana,9604,"April 1-7, 1996",Steve Earle,I Feel Alright,Warner Bros
americana,9604,"April 1-7, 1996",Nick Cave,Murder Ballads,Reprise
americana,9604,"April 1-7, 1996",16 Horsepower,Sackcloth 'n Ashes,A&M
americana,9604,"April 1-7, 1996",The Derailers,Jackpot,Watermelon
americana,9604,"April 1-7, 1996",The Dave & Deke Combo,Hollywood Barn Dance,Heydey
americana,9604,"April 1-7, 1996",Don Walser,Texas Top Hand,Watermelon
americana,9604,"April 1-7, 1996",Robert Earl Keen,No. 2 Live Dinner,Sugar Hill
americana,9604,"April 1-7, 1996",The Honeydogs,"Everything, I Bet You",October
americana,9604,"April 1-7, 1996",Ronnie Dawson,Rockinitis,Crystal Clear
americana,9604,"April 1-7, 1996",Jolene,Hell's Half Acre,Ardent
americana,9604,"April 1-7, 1996",Lambchop,How I Quit Smoking,Merge
americana,9604,"April 1-7, 1996",Joe Henry,Trampoline,Mammoth
americana,9604,"April 1-7, 1996",Bill Kirchen,"Have Love, Will Travel",Black Top
americana,9604,"April 1-7, 1996",Taj Mahal,Phantom Blues,Private
americana,9604,"April 1-7, 1996",The Buckets,The Buckets,Slow River
americana,9604,"April 1-7, 1996",Terry Allen,Human Remains,Sugar Hill
americana,9604,"April 1-7, 1996",Woody Guthrie,Ballads of Sacco & Vanzetti,Smithsonian/Folkways
americana,9604,"April 1-7, 1996",Rex,Waltz,Southern
americana,9604,"April 1-7, 1996",(Various),Don't Fence Me In,Rounder
americana,9604,"April 1-7, 1996",The Starkweathers,Do Yo Like To Be Lied To?,Sub Pop
americana,9604,"April 1-7, 1996",Old 97s,Cryin' Drunk,Bloodshot
americana,9604,"April 1-7, 1996",Lead Belly,Where Did U Sleep Last Night,Smithsonian/Folkways
americana,9604,"April 1-7, 1996",Spain,Funny How Time Slips,Bite The Kitty
americana,9604,"April 1-7, 1996",(Various),Cattle Call,Rounder
americana,9604,"April 1-7, 1996",Mike Henderson,Edge of Night,Dead Reckoning
americana,9604,"April 1-7, 1996",Buck Owens,You're For Me,Sundazed
americana,9604,"April 1-7, 1996",(Various),Stampede!,Rounder
americana,9604,"April 1-7, 1996",Lynn Morris,Mama's Hand,Rounder
americana,9604,"April 1-7, 1996",Merle Haggard,1996,Curb
americana,9604,"April 1-7, 1996",Giant Sand,Backyard BBQ Broadcast,Koch
americana,9604,"April 1-7, 1996",Buck Owens,Buck Owens,Sundazed
americana,9604,"April 1-7, 1996",Fred Eaglesmith,Drive-In Movie,Vertical
americana,9604,"April 1-7, 1996",Dan Stuart,Can O' Worms,Monkey Hill
americana,9604,"April 1-7, 1996",Greg Trooper,Noises In The Hallway,D'Ville
americana,9604,"April 1-7, 1996",Buck Owens,Open Up Your Heart,Sundazed
americana,9604,"April 1-7, 1996",Whiskeytown,Faithless Street,MoodFood
americana,9604,"April 1-7, 1996",The Band,High On The Hog,Pyramid
americana,9604,"April 1-7, 1996",Mandy Barnett,Mandy Barnett,Giant
americana,9608,"July 29-August 4, 1996",Squirrel Nut Zippers,Hot,Mammoth
americana,9608,"July 29-August 4, 1996",Ronnie Dawson,Just Rockin' & Rollin',Upstart
americana,9608,"July 29-August 4, 1996",Jimmie Dale Gilmore,Braver New World,Elektra
americana,9608,"July 29-August 4, 1996",Robbie Fulks,Country Love Songs,Bloodshot
americana,9608,"July 29-August 4, 1996",Red House Painters,Songs For a Blue Guitar,Supreme/Island
americana,9608,"July 29-August 4, 1996",Reverend Horton Heat,It's Martini Time,Interscope
americana,9608,"July 29-August 4, 1996",Rico Bell,The Return Of Rico Bell,Bloodshot
americana,9608,"July 29-August 4, 1996",Sleepy LaBeef,I'll Never Lay My Guitar,Rounder
americana,9608,"July 29-August 4, 1996",Junior Brown,Semi Crazy,Curb
americana,9608,"July 29-August 4, 1996",Sonny Burgess,Sonny Burgess,Rounder
americana,9608,"July 29-August 4, 1996",Shaver,Highway Of Life,Justice
americana,9608,"July 29-August 4, 1996",Tim O'Brien,Red On Blonde,Sugar Hill
americana,9608,"July 29-August 4, 1996",Ray Condo,Swing Brother Swing,Joaquin
americana,9608,"July 29-August 4, 1996",Flaco Jimenez,"Buena Suerte, Senorita",Arista Texas
americana,9608,"July 29-August 4, 1996",C Hillman/H Peterson,Bakersfield Bound,Sugar Hill
americana,9608,"July 29-August 4, 1996",Country Dick Montana,The Devil Lied To Me,Bar/None
americana,9608,"July 29-August 4, 1996",(Soundtrack),Lone Star,Daring
americana,9608,"July 29-August 4, 1996",Doo Rag,What We Do,Dependability
americana,9608,"July 29-August 4, 1996",Lyle Lovett,The Road To Ensenada,Curb/MCA
americana,9608,"July 29-August 4, 1996",Al Berard & Basin Bros,Dans La Louisiane,Rounder
americana,9608,"July 29-August 4, 1996",The Cox Family,Just When You're Thinking,Asylum
americana,9608,"July 29-August 4, 1996",Ween,12 Golden Country Greats,Elektra
americana,9608,"July 29-August 4, 1996",(Various),Crossroads:Southern Roads,Smithsonian Folkways
americana,9608,"July 29-August 4, 1996",Willie Nelson,Spirit,Island
americana,9608,"July 29-August 4, 1996",Scott Joss,Souvenirs,Little Dog
americana,9608,"July 29-August 4, 1996",Wagon,No Kinder Room,Hightone
americana,9608,"July 29-August 4, 1996",Rosie Flores,A Honky Tonk Reprise,Rounder
americana,9608,"July 29-August 4, 1996",Waylon Jennings,Right For The Time,Justice
americana,9608,"July 29-August 4, 1996",Lambchop,Hank,Merge
americana,9608,"July 29-August 4, 1996",Texas Tornadoes,4 Aces,Reprise
americana,9608,"July 29-August 4, 1996",Psychograss,Like Minds,Sugar Hill
americana,9608,"July 29-August 4, 1996",Dale Watson,Blessed Or Damned,Hightone
americana,9608,"July 29-August 4, 1996",The Iguanas,Super Ball,Margaritaville
americana,9608,"July 29-August 4, 1996",Doc & Merle Watson,Watson Country,Flying Fish
americana,9608,"July 29-August 4, 1996",Flat Duo Jets,Red Tango,Norton
americana,9608,"July 29-August 4, 1996",Jerry Douglas/P Rowan,Yonder,Sugar Hill
americana,9608,"July 29-August 4, 1996",Kelly Willis,Fading Fast,A & M
americana,9608,"July 29-August 4, 1996",Go To Blazes,Waiting Around For You,ESD
americana,9608,"July 29-August 4, 1996",Alvin Youngblood Hart,Big Mama's Door,OKeh/550
americana,9608,"July 29-August 4, 1996",Tammy Rogers,Tammy Rogers,Dead Reckoning
americana,9609,"September 2-8, 1996",The Picketts,Euphonium,Rounder
americana,9609,"September 2-8, 1996",Squirrel Nut Zippers,Hot,Mammoth
americana,9609,"September 2-8, 1996",The V-roys,Just Add Ice,E Squared
americana,9609,"September 2-8, 1996",File,La Vie Marron,Green Linnet
americana,9609,"September 2-8, 1996",High Noon,Stranger Things,Watermelon
americana,9609,"September 2-8, 1996",Beau Jocque,Gonna Take You Downtown,Rounder
americana,9609,"September 2-8, 1996",Red House Painters,Songs For a Blue Guitar,Supreme/Island
americana,9609,"September 2-8, 1996",Robbie Fulks,Country Love Songs,Bloodshot
americana,9609,"September 2-8, 1996",Jim Lauderdale,Persimmons,Upstart
americana,9609,"September 2-8, 1996",The Cornell Hurd Band,Cool & Unusual Punishment,Behemoth
americana,9609,"September 2-8, 1996",Al Berard & Basin Bros,Dans La Louisiane,Rounder
americana,9609,"September 2-8, 1996",Rico Bell,The Return Of Rico Bell,Bloodshot
americana,9609,"September 2-8, 1996",Reverend Horton Heat,It's Martini Time,Interscope
americana,9609,"September 2-8, 1996",Shaver,Highway Of Life,Justice
americana,9609,"September 2-8, 1996",Jimmie Dale Gilmore,Braver New World,Elektra
americana,9609,"September 2-8, 1996",Sleepy LaBeef,I'll Never Lay My Guitar Down,Rounder
americana,9609,"September 2-8, 1996",Sonny Burgess,Sonny Burgess,Rounder
americana,9609,"September 2-8, 1996",Tim O'Brien,Red On Blonde,Sugar Hill
americana,9609,"September 2-8, 1996",Rosie Flores,A Honky Tonk Reprise,Rounder
americana,9609,"September 2-8, 1996",(Various),Crossroads:Southern Roads,Smithsonian Folkways
americana,9609,"September 2-8, 1996",Dave Alvin,Interstate City,Hightone
americana,9609,"September 2-8, 1996",Country Dick Montana,The Devil Lied To Me,Bar/None
americana,9609,"September 2-8, 1996",Blue Highway,Wind To The West,Rebel
americana,9609,"September 2-8, 1996",Lyle Lovett,The Road To Ensenada,Curb/MCA
americana,9609,"September 2-8, 1996",Ween,12 Golden Country Greats,Elektra
americana,9609,"September 2-8, 1996",Larry Sparks,Blue Mountain Memories,Rebel
americana,9609,"September 2-8, 1996",Texas Tornadoes,4 Aces,Reprise
americana,9609,"September 2-8, 1996",Doo Rag,What We Do,Dependability
americana,9609,"September 2-8, 1996",(Soundtrack),Lone Star,Daring
americana,9609,"September 2-8, 1996",Lou Reid & Carolina,Lou Reid & Carolina,Rebel
americana,9609,"September 2-8, 1996",Johnny Rodriguez,You Can Say That Again,Hightone
americana,9609,"September 2-8, 1996",The Cox Family,Just When You're Thinking,Asylum
americana,9609,"September 2-8, 1996",(Various),Drink Up & Go Home!,AVI
americana,9609,"September 2-8, 1996",Scott Joss,Souvenirs,Little Dog
americana,9609,"September 2-8, 1996",Wagon,No Kinder Room,Hightone
americana,9609,"September 2-8, 1996",Willie Nelson,Spirit,Island
americana,9609,"September 2-8, 1996",Ray Condo,Swing Brother Swing,Joaquin
americana,9609,"September 2-8, 1996",Lambchop,Hank,Merge
americana,9609,"September 2-8, 1996",Psychograss,Like Minds,Sugar Hill
americana,9609,"September 2-8, 1996",Salamander Crossing,Passion Train,Signature Sounds
americana,9610,"September 30-October 6, 1996",(Various),Rig Rock Deluxe,Upstart
americana,9610,"September 30-October 6, 1996",(Various),Nashville: The Other Side,Bloodshot
americana,9610,"September 30-October 6, 1996",The Del McCoury Band,The Cold Hard Facts,Rounder
